title,description,categories
گیتار الکتریک,گیتار الکتریک گیبسون مدل ES 335  با صدای فوق العاده قابل تعویض با گیتار الکتریک آیبانز یا سایر گیتارهای الکتریک سبک متال هم رده این ساز.با کیبورد حرفه ای و  کارت صدای حرفه ای هم قابل مذاکره می باشد.,leisure-hobbies
جاظرفی sعمده و تکی,"سلام 
جا ظرفی s
و جاظرفی مدل G
برای عکس بیشتر و قیمت تماس بگیرید 
تکی و عمده 
$NUM",for-the-home
فروش جک سوسماری ٥ تن دانمارکی,"در حد نو
بدون روغن ریزی",businesses
کابینت فلزی,کابینت ورق سفید 4.5متری با هود و سینگ و شیر اهرمی,for-the-home
گوشی samsung A8 معاوضه با اپل 7,آک کلا فقط گوشی از کارتون در اومده 2 روزم استفاده نشده لوازمش بازم نشده با قاب و گلس. نو نو.معاوضه فقط با اپل 7 یا 6s قیمتشم مشخصه$NUMکه مبلغو کم کردم,electronic-devices
کمد و بوفه کودک,"فوری
عجله دارم",for-the-home
ساعت LAROS,با تخفیف$NUM,personal
فروش ویترین,ویترین چوبی بسیار نو به علت جابجایی به فروش میرسد پای معامله تخفیف هم میدم,for-the-home
سپر سمند ال ایکس,یک عدد سپر عقب سمند ال اکس فابریک درحد نو,vehicles
پراید هاچ بک تمیز,"پراید هاچ بک تمیز دور رنگ 
رینگ لاستیک ۱۰۰ درصد نو 
دزدگیر 
چادر 
۱۱ سال تخفیف بیمه 
بیمه تا ۹۶برج ۵ دارد 
ضبط و باند پایونر 
کاربرات تازه سرویس شده میزان مصرف پایین اومده 
خلاصه اسب زین شدس
تماس بگیرید در خدمت هستم با تشکر از برنامه خوب و مردمی  دیوار",vehicles
3 عدد پیشخوان,۳عدد پیشخوان سالم ،هر کدام$NUMتومان,businesses
ابلغ المانی می خواهی بخون,این کبوتر ها کبوتر جوجه کشی وپرش است چون چند جفت جوجه کشیدم ازشون دیگه بکارم نمیان باقیمت بسیار مناسب می خوام بفرو شمشون البته حیوون هاچناران هستند والمانی هم هستندباخریدار واقعی کنار میام سن گذشته اماده ی جوجه کشی است,leisure-hobbies
ماشین شارژی,بسیار سالم ،دو موتوره بسیار قوی به همراه ریموت وشارژر در حد نو زیاد استفاده نشده,personal
casio ctk 4000,کیبرد آ موزشی کاسیو دارای تاچ و کلاویه پیانویی پنج اکتاو دارای usp port,leisure-hobbies
فکس پاناسونیک 362,کاملا سالم و بدون ایراد همراه باید ی عدد رول کاربن نو,electronic-devices
اوانته 89,تا برج 3 بیمه 5 سال تخفیف بیمه فنی کاملا سالم و بدون هیچ ایراد.داخل اتاق دیدنی بسیار تمیز,vehicles
پالتو کاملاً نو سایز 38،  40,پالتو فوتر رنگ آبی کاربنی سایز 38، 40،  کاملاً نو,personal
شلوار کتان نو ومارکدار دخترانه,شلوار کتان کاملا نو همراه با مارک مناسب 4 تا6سال اندازه قد 70...فقط تماس,personal
فروش دستگاه نبشی کش (قفسه),فروش دستگاه نبشی کش$NUM,businesses
پالتو پوست ترک سایز38,"پالتو پوست ترک سایز 38.کاملا نو.برام سوغاتی آوردن سایزم نیست زیر قیمت میفروشم
تماس:
$NUM",personal
iphone 6s gold,"128g
ایفون 6s گلد پلاس
همون نو حساب میشه
تلگرام پاسخگو هسم",electronic-devices
kia cerato coupe 2000 cc,فول ٢٠١٠ بدون رنگ حتی سپرها با تخفیف بیمه، رینگ و لاستیک میشلن ،مونیتور، سیستم حرفه ای، فنی در حد ، بال عقب ،توو مارن2000  cc،عروسک!,vehicles
کفش ساقه دار نو  سایز 37 مارک nike,از قشم اوردم چون تموم شد همین یه دونه مونده این قیمت میدم مغازه بیشتره.فقط تماس اس جواب نمیدم.,personal
Play Station 2,"دستگاه کاملا سالم 
همراه با دو دسته و دو رم اضافه .
مرسی دیوار",electronic-devices
کفتر پلنگ اس,"یک جفت نر پلنگ سرخ ماده زرد،بشرط  تخم جوجه ، کشیده، و سر کله دار ،۱۵۰ تومان، 
با تشکر از دیوار",leisure-hobbies
پیرا هن و بافت,چندتا بافت وپیراهن برای ۳سال دونه ای ۵۰۰۰,personal
ظبط پخش اکبند پراید نونو,"ضبط فابریک پرایید سی دی 
وفلش خور",vehicles
صندلی اداری,صندلی کارمندی,businesses
موتور جوش 200 آمپر,کم کار کرده.همراه با کابل و انبر,businesses
خرگوش بلو لوپ هلندی اصیل,خرگوش بلو لوپ هلندی.بسیار تمیزو باهوش.دسشوویی درظرف مخصوص.با کل وسایل نر هست.واگذار میکنم به خانواده که باش مهربون باشن وحتما خرگوش دیگری داشته باشن5ماه است.تلگرام پاسخگو میباشم,leisure-hobbies
لباس مجلسی شیک,لباس شیک سایز مدیوم ٣٨_٤٠,personal
وانت پیکان,اطاق فنی سالم.۷سال تخفیف بیمه.کفی باربند.ضبط.لاستیک نو.,vehicles
بوفه ام دی اف,"یک عدد بوفه ام دی اف ایینه دار سالم و شیک بدون  
 کوچکترین خط و خوش در حد نو",for-the-home
پلی استیشن3,پلی استیشن 3 کاملا سالم اصل ژاپن . 40 گیگ حافظه  . کپی خور  .  با 2 دسته سالم .,electronic-devices
فروش کاپشن و مانتوی پاییزی سایز ۳۸,فروش کاپشن در حد نو و مانتو پاییزی.تخفیف هم میدم,personal
بلوک تیرچه مصالح,بلوک دیواری480 بلوک سقفی620 سیمان پلمپ6500اصفهان ماسه18و...,businesses
اباژور تمام مس قدمت دار,اباژور تمام مس قدمت دار کاملا سالم و تمیز فروش فوری بدلیل جابجایی,for-the-home
میز ناهارخورى,"میز ناهار خورى 
جنس::چوب ((گردو))
قیمت کاملاً مناسب و مقطوع 
فروش فورى 
شماره :$NUM",for-the-home
لوازم دکوری,کاری از گالری انتیک برای دیدن بقیه کارها به تلگرام پیغام بدهید$NUM,for-the-home
Iphone 6 16 gig,"گوشى کاملن تمیز در حد آک بدون کوچکترین ضربه خوردگى یا خط و خش با لوازم از اول دست خودم بوده و مشکلى نداره نه باترى و نه خود گوشى سالم سالم به شرط
Ios 10.1
یه تخفیف جزیى پاى معامله هم داره 
تعویض هم دارم 
با تشکر از دیوار",electronic-devices
پرده دم در,سالم نو یک و نیم در 280,for-the-home
بافت,نو هست اصلا پوشیده نشده به سایز 38_40میخوره,personal
دو رنگ موکت دست دوم,"دو رنگ موکت صورتی و قهوه ای با هم 80 جداگانه هرکدام 45
حدود15متر قهوه ای و حدود 12متر صورتی",for-the-home
اتو پرس مارک یونیک,اتو پرس صفحه دیجیتال مارک یونیک بسیار تمیز و نو,for-the-home
لباس مجلسی ساتن سایز ۵۲,"لباس ساتن مدل ماهی همراه با کت بسیار شیک ..همراه با کلی لباس دیگر با قیمت بسیار مناسب به علت جا به جایی سایز ۴۶تا۵۰ همه ۱۵ تومن عکس تلگرام
مزاحمت پیگیری شدید همسرم تن خور ندارد",personal
مانتو پاییزه و پانچو,"اصلا استفاده نکردم نو هستن فقط تو کمد بودن چروک شدن  سایز$NUMمیخوره 
ده هزار تومن",personal
گلدان چینی نیم متری,کاملا سالم ارتفاع 50 cm,for-the-home
فرش دستباف کاشان,دوازده متری,for-the-home
فروشی,مبل هفت نفره,for-the-home
گیر بکس و الکترو موتور,با سلام  تعدادی گیر بکس و الکترو موتور به فروش میرسد,businesses
لباس دستباف دخترانه,سارافون و ژاکت دستباف در حد نو مناسب برای 6 یا 7 سال,personal
داستگاه جوجه کشی,یک عدد دستگاه جوجه کشی ۱۰۰عددی بسیار  سالم و فول از هر نظر با ضمانت فقط دوماه ازش استفاده کردم و راضی هم  بودم بخاط اینکه دستگاه بزرگتری خریدم اینو می خوام بفروشم با تشکر از سایت دیوار,leisure-hobbies
قناری یکسر,سلام قناری نر یکسر جوجه پارسال تو عکس همچیز مشخصه قناری صاف کرده داره میخونه برا برج ۸ اماده برا جفت هست کشیده و قلمداره درصد بالاس,leisure-hobbies
پراید81تمیز جهت معاوضه,"با سلام
ماشین بسیار تمیز رینگ اسپرت لاستیک50-60درصدزیر صقف رنگ فنی سالم 
معاوضه با پیکان وانت 85به بالا
قیمت فروش$NUMمقطوع فقط تماس اس نداریم ¿¿¿¿؟؟؟",vehicles
مخزن شیشه شور جیپ,با سلام فروش مخزن شیشه به همراه موتور و پایه نصب,vehicles
اسپیکر,سالم با صدای شفاف .تخفیف نداره .فقط تماس,electronic-devices
پادری کاملا سالم و تمیز,دو در یک متر,for-the-home
لباس های شیک درحدنو برای سن نه ده یازده سال,لباس عروس ۱۲۰/۰۰۰کاملأنوجلیقه شلوار ۶۰/۰۰۰درحدنوجیلقه دامن ۳۰/۰۰۰برای سن ۹یازده ساله درشهرستان آذرشهر,personal
کفش چرم زنانه,سایز 38-39,personal
کالسکه تمیز,به علت کمبود جا,personal
سهره جهرمی,"سهره سرسیاه دهن جهرمی دهن زن رو ب مستی با قفس مهرباف 
قیمت مقطووع.معاوضه ندارم",leisure-hobbies
پرس٢٥٠٠تنى هیدرولیک,فروش چهار دیوارى یک دستگاه پرس٢٥٠٠تنى کیلویى ٤٥٠٠تومان ورق ck45فقط ورقش کیلویى ٣٥٠٠میباشد,businesses
تلویزیون,تلویزیون سامسونگ 32اینچ. در حد نو. اشانتیون یک دستگاه DVD.لطفا ساعت 15 به بعد تماس بگیرید,electronic-devices
